Filepath,Pitchpath,Emotion
../dataset/mlend/MLEndSND_Public/02921.wav,augmented_pitch\02921_pitch.wav,Question
../dataset/meld/train/dia523_utt12.mp4,augmented_pitch\dia523_utt12_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1068_ITS_NEU_XX.wav,augmented_pitch\1068_ITS_NEU_XX_pitch.wav,Neutral
../dataset/tess/YAF_fear/YAF_mess_fear.wav,augmented_pitch\YAF_mess_fear_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/03715.wav,augmented_pitch\03715_pitch.wav,Bored
../dataset/ravdess/Actor_07/03-01-04-01-02-02-07.wav,augmented_pitch\03-01-04-01-02-02-07_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/30362.wav,augmented_pitch\30362_pitch.wav,Question
../dataset/esd/0019/Sad/0019_001183.wav,augmented_pitch\0019_001183_pitch.wav,Sad
../dataset/meld/train/dia939_utt19.mp4,augmented_pitch\dia939_utt19_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1066_TIE_NEU_XX.wav,augmented_pitch\1066_TIE_NEU_XX_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/15189.wav,augmented_pitch\15189_pitch.wav,Neutral
../dataset/esd/0014/Surprise/0014_001491.wav,augmented_pitch\0014_001491_pitch.wav,Surprise
../dataset/crema-d/AudioWAV/1055_MTI_NEU_XX.wav,augmented_pitch\1055_MTI_NEU_XX_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14378.wav,augmented_pitch\14378_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/42171.wav,augmented_pitch\42171_pitch.wav,Bored
../dataset/esd/0016/Neutral/0016_000268.wav,augmented_pitch\0016_000268_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/39269.wav,augmented_pitch\39269_pitch.wav,Happy
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_sad_2a_2.wav,augmented_pitch\female1_sad_2a_2_pitch.wav,Sad
../dataset/meld/train/dia424_utt10.mp4,augmented_pitch\dia424_utt10_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1015_MTI_DIS_XX.wav,augmented_pitch\1015_MTI_DIS_XX_pitch.wav,Disgust
../dataset/esd/0011/Happy/0011_000910.wav,augmented_pitch\0011_000910_pitch.wav,Happy
../dataset/tess/OAF_disgust/OAF_bone_disgust.wav,augmented_pitch\OAF_bone_disgust_pitch.wav,Disgust
../dataset/esd/0014/Surprise/0014_001423.wav,augmented_pitch\0014_001423_pitch.wav,Surprise
../dataset/esd/0014/Angry/0014_000604.wav,augmented_pitch\0014_000604_pitch.wav,Anger
../dataset/ravdess/Actor_24/03-01-05-01-02-01-24.wav,augmented_pitch\03-01-05-01-02-01-24_pitch.wav,Anger
../dataset/tess/YAF_pleasant_surprised/YAF_ring_ps.wav,augmented_pitch\YAF_ring_ps_pitch.wav,Surprise
../dataset/crema-d/AudioWAV/1053_DFA_NEU_XX.wav,augmented_pitch\1053_DFA_NEU_XX_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/25562.wav,augmented_pitch\25562_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/04377.wav,augmented_pitch\04377_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1056_DFA_HAP_XX.wav,augmented_pitch\1056_DFA_HAP_XX_pitch.wav,Happy
../dataset/esd/0016/Surprise/0016_001740.wav,augmented_pitch\0016_001740_pitch.wav,Surprise
../dataset/esd/0020/Surprise/0020_001678.wav,augmented_pitch\0020_001678_pitch.wav,Surprise
../dataset/tess/OAF_angry/OAF_ring_angry.wav,augmented_pitch\OAF_ring_angry_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1033_TAI_ANG_XX.wav,augmented_pitch\1033_TAI_ANG_XX_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1024_IWW_HAP_XX.wav,augmented_pitch\1024_IWW_HAP_XX_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/17976.wav,augmented_pitch\17976_pitch.wav,Neutral
../dataset/esd/0017/Surprise/0017_001439.wav,augmented_pitch\0017_001439_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/26140.wav,augmented_pitch\26140_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/46965.wav,augmented_pitch\46965_pitch.wav,Neutral
../dataset/esd/0015/Surprise/0015_001732.wav,augmented_pitch\0015_001732_pitch.wav,Surprise
../dataset/esd/0011/Angry/0011_000523.wav,augmented_pitch\0011_000523_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/26047.wav,augmented_pitch\26047_pitch.wav,Happy
../dataset/meld/train/dia1021_utt3.mp4,augmented_pitch\dia1021_utt3_pitch.wav,Disgust
../dataset/esd/0015/Sad/0015_001160.wav,augmented_pitch\0015_001160_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1014_TIE_ANG_XX.wav,augmented_pitch\1014_TIE_ANG_XX_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/39485.wav,augmented_pitch\39485_pitch.wav,Happy
../dataset/esd/0011/Sad/0011_001108.wav,augmented_pitch\0011_001108_pitch.wav,Sad
../dataset/meld/train/dia887_utt0.mp4,augmented_pitch\dia887_utt0_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1051_TAI_FEA_XX.wav,augmented_pitch\1051_TAI_FEA_XX_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/01931.wav,augmented_pitch\01931_pitch.wav,Bored
../dataset/esd/0020/Neutral/0020_000259.wav,augmented_pitch\0020_000259_pitch.wav,Neutral
../dataset/esd/0017/Neutral/0017_000002.wav,augmented_pitch\0017_000002_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/04335.wav,augmented_pitch\04335_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/10733.wav,augmented_pitch\10733_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1027_MTI_NEU_XX.wav,augmented_pitch\1027_MTI_NEU_XX_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1006_IWL_HAP_XX.wav,augmented_pitch\1006_IWL_HAP_XX_pitch.wav,Happy
../dataset/meld/train/dia585_utt8.mp4,augmented_pitch\dia585_utt8_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1020_IOM_ANG_XX.wav,augmented_pitch\1020_IOM_ANG_XX_pitch.wav,Anger
../dataset/esd/0019/Angry/0019_000483.wav,augmented_pitch\0019_000483_pitch.wav,Anger
../dataset/esd/0014/Surprise/0014_001416.wav,augmented_pitch\0014_001416_pitch.wav,Surprise
../dataset/esd/0017/Happy/0017_000750.wav,augmented_pitch\0017_000750_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1033_IWL_ANG_XX.wav,augmented_pitch\1033_IWL_ANG_XX_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/42157.wav,augmented_pitch\42157_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/16335.wav,augmented_pitch\16335_pitch.wav,Bored
../dataset/meld/train/dia874_utt15.mp4,augmented_pitch\dia874_utt15_pitch.wav,Neutral
../dataset/esd/0019/Sad/0019_001297.wav,augmented_pitch\0019_001297_pitch.wav,Sad
../dataset/meld/train/dia85_utt3.mp4,augmented_pitch\dia85_utt3_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/27323.wav,augmented_pitch\27323_pitch.wav,Question
../dataset/esd/0012/Sad/0012_001092.wav,augmented_pitch\0012_001092_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1065_WSI_FEA_XX.wav,augmented_pitch\1065_WSI_FEA_XX_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/17649.wav,augmented_pitch\17649_pitch.wav,Bored
../dataset/crema-d/AudioWAV/1062_TIE_HAP_XX.wav,augmented_pitch\1062_TIE_HAP_XX_pitch.wav,Happy
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_neutral_11a_2.wav,augmented_pitch\male2_neutral_11a_2_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/01946.wav,augmented_pitch\01946_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14806.wav,augmented_pitch\14806_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/27955.wav,augmented_pitch\27955_pitch.wav,Question
../dataset/tess/OAF_happy/OAF_wire_happy.wav,augmented_pitch\OAF_wire_happy_pitch.wav,Happy
../dataset/meld/train/dia466_utt4.mp4,augmented_pitch\dia466_utt4_pitch.wav,Neutral
../dataset/meld/train/dia752_utt8.mp4,augmented_pitch\dia752_utt8_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/45756.wav,augmented_pitch\45756_pitch.wav,Bored
../dataset/meld/train/dia530_utt1.mp4,augmented_pitch\dia530_utt1_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/04887.wav,augmented_pitch\04887_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/28976.wav,augmented_pitch\28976_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/26558.wav,augmented_pitch\26558_pitch.wav,Bored
../dataset/esd/0020/Neutral/0020_000083.wav,augmented_pitch\0020_000083_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/34958.wav,augmented_pitch\34958_pitch.wav,Question
../dataset/esd/0014/Angry/0014_000683.wav,augmented_pitch\0014_000683_pitch.wav,Anger
../dataset/esd/0019/Angry/0019_000611.wav,augmented_pitch\0019_000611_pitch.wav,Anger
../dataset/esd/0015/Neutral/0015_000074.wav,augmented_pitch\0015_000074_pitch.wav,Neutral
../dataset/esd/0011/Surprise/0011_001654.wav,augmented_pitch\0011_001654_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/45297.wav,augmented_pitch\45297_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/31469.wav,augmented_pitch\31469_pitch.wav,Bored
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_angry_8b_1.wav,augmented_pitch\male2_angry_8b_1_pitch.wav,Anger
../dataset/esd/0013/Surprise/0013_001656.wav,augmented_pitch\0013_001656_pitch.wav,Surprise
../dataset/esd/0016/Neutral/0016_000309.wav,augmented_pitch\0016_000309_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14677.wav,augmented_pitch\14677_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1029_IEO_FEA_LO.wav,augmented_pitch\1029_IEO_FEA_LO_pitch.wav,Fear
../dataset/meld/train/dia980_utt11.mp4,augmented_pitch\dia980_utt11_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/13289.wav,augmented_pitch\13289_pitch.wav,Question
../dataset/crema-d/AudioWAV/1061_IEO_ANG_LO.wav,augmented_pitch\1061_IEO_ANG_LO_pitch.wav,Anger
../dataset/esd/0018/Happy/0018_000744.wav,augmented_pitch\0018_000744_pitch.wav,Happy
../dataset/esd/0014/Neutral/0014_000086.wav,augmented_pitch\0014_000086_pitch.wav,Neutral
../dataset/esd/0011/Sad/0011_001352.wav,augmented_pitch\0011_001352_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/12503.wav,augmented_pitch\12503_pitch.wav,Happy
../dataset/esd/0013/Angry/0013_000523.wav,augmented_pitch\0013_000523_pitch.wav,Anger
../dataset/tess/OAF_disgust/OAF_tough_disgust.wav,augmented_pitch\OAF_tough_disgust_pitch.wav,Disgust
../dataset/crema-d/AudioWAV/1016_IWL_HAP_XX.wav,augmented_pitch\1016_IWL_HAP_XX_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1090_IEO_HAP_HI.wav,augmented_pitch\1090_IEO_HAP_HI_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1044_TIE_NEU_XX.wav,augmented_pitch\1044_TIE_NEU_XX_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/05620.wav,augmented_pitch\05620_pitch.wav,Bored
../dataset/esd/0015/Sad/0015_001130.wav,augmented_pitch\0015_001130_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/02722.wav,augmented_pitch\02722_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/03316.wav,augmented_pitch\03316_pitch.wav,Neutral
../dataset/tess/YAF_disgust/YAF_wag_disgust.wav,augmented_pitch\YAF_wag_disgust_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/38019.wav,augmented_pitch\38019_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1064_IWL_SAD_XX.wav,augmented_pitch\1064_IWL_SAD_XX_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/15429.wav,augmented_pitch\15429_pitch.wav,Happy
../dataset/esd/0013/Neutral/0013_000180.wav,augmented_pitch\0013_000180_pitch.wav,Neutral
../dataset/esd/0012/Neutral/0012_000112.wav,augmented_pitch\0012_000112_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/10965.wav,augmented_pitch\10965_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/30109.wav,augmented_pitch\30109_pitch.wav,Question
../dataset/esd/0018/Surprise/0018_001726.wav,augmented_pitch\0018_001726_pitch.wav,Surprise
../dataset/esd/0012/Sad/0012_001325.wav,augmented_pitch\0012_001325_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/35746.wav,augmented_pitch\35746_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/38112.wav,augmented_pitch\38112_pitch.wav,Neutral
../dataset/esd/0017/Surprise/0017_001694.wav,augmented_pitch\0017_001694_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/32511.wav,augmented_pitch\32511_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/15015.wav,augmented_pitch\15015_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/37371.wav,augmented_pitch\37371_pitch.wav,Bored
../dataset/crema-d/AudioWAV/1062_DFA_ANG_XX.wav,augmented_pitch\1062_DFA_ANG_XX_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/24055.wav,augmented_pitch\24055_pitch.wav,Bored
../dataset/esd/0013/Happy/0013_000881.wav,augmented_pitch\0013_000881_pitch.wav,Happy
../dataset/esd/0012/Happy/0012_000835.wav,augmented_pitch\0012_000835_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1069_IEO_FEA_MD.wav,augmented_pitch\1069_IEO_FEA_MD_pitch.wav,Fear
../dataset/crema-d/AudioWAV/1003_TSI_SAD_XX.wav,augmented_pitch\1003_TSI_SAD_XX_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/38697.wav,augmented_pitch\38697_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/37417.wav,augmented_pitch\37417_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1069_ITS_ANG_XX.wav,augmented_pitch\1069_ITS_ANG_XX_pitch.wav,Anger
../dataset/crema-d/AudioWAV/1055_ITS_ANG_XX.wav,augmented_pitch\1055_ITS_ANG_XX_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/04419.wav,augmented_pitch\04419_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/07814.wav,augmented_pitch\07814_pitch.wav,Question
../dataset/esd/0018/Neutral/0018_000018.wav,augmented_pitch\0018_000018_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/17670.wav,augmented_pitch\17670_pitch.wav,Bored
../dataset/esd/0020/Angry/0020_000391.wav,augmented_pitch\0020_000391_pitch.wav,Anger
../dataset/esd/0011/Sad/0011_001248.wav,augmented_pitch\0011_001248_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/40201.wav,augmented_pitch\40201_pitch.wav,Happy
../dataset/meld/train/dia159_utt4.mp4,augmented_pitch\dia159_utt4_pitch.wav,Surprise
../dataset/crema-d/AudioWAV/1064_TIE_SAD_XX.wav,augmented_pitch\1064_TIE_SAD_XX_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/15569.wav,augmented_pitch\15569_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/19926.wav,augmented_pitch\19926_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/03948.wav,augmented_pitch\03948_pitch.wav,Question
../dataset/crema-d/AudioWAV/1047_IWL_FEA_XX.wav,augmented_pitch\1047_IWL_FEA_XX_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/29689.wav,augmented_pitch\29689_pitch.wav,Neutral
../dataset/esd/0020/Happy/0020_000884.wav,augmented_pitch\0020_000884_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/33378.wav,augmented_pitch\33378_pitch.wav,Bored
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_angry_11b_2.wav,augmented_pitch\female2_angry_11b_2_pitch.wav,Anger
../dataset/esd/0016/Sad/0016_001170.wav,augmented_pitch\0016_001170_pitch.wav,Sad
../dataset/tess/YAF_sad/YAF_rat_sad.wav,augmented_pitch\YAF_rat_sad_pitch.wav,Sad
../dataset/crema-d/AudioWAV/1080_IOM_HAP_XX.wav,augmented_pitch\1080_IOM_HAP_XX_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/46278.wav,augmented_pitch\46278_pitch.wav,Question
../dataset/tess/YAF_sad/YAF_white_sad.wav,augmented_pitch\YAF_white_sad_pitch.wav,Sad
../dataset/esd/0017/Happy/0017_000916.wav,augmented_pitch\0017_000916_pitch.wav,Happy
../dataset/esd/0019/Neutral/0019_000033.wav,augmented_pitch\0019_000033_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/17533.wav,augmented_pitch\17533_pitch.wav,Question
../dataset/crema-d/AudioWAV/1078_IEO_HAP_LO.wav,augmented_pitch\1078_IEO_HAP_LO_pitch.wav,Happy
../dataset/esd/0013/Angry/0013_000380.wav,augmented_pitch\0013_000380_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/17996.wav,augmented_pitch\17996_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/30347.wav,augmented_pitch\30347_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/04873.wav,augmented_pitch\04873_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/05793.wav,augmented_pitch\05793_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/06016.wav,augmented_pitch\06016_pitch.wav,Question
../dataset/tess/YAF_happy/YAF_raise_happy.wav,augmented_pitch\YAF_raise_happy_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/24138.wav,augmented_pitch\24138_pitch.wav,Question
../dataset/esd/0014/Neutral/0014_000165.wav,augmented_pitch\0014_000165_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1058_TIE_NEU_XX.wav,augmented_pitch\1058_TIE_NEU_XX_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/14385.wav,augmented_pitch\14385_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1069_WSI_ANG_XX.wav,augmented_pitch\1069_WSI_ANG_XX_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/15788.wav,augmented_pitch\15788_pitch.wav,Happy
../dataset/meld/train/dia927_utt2.mp4,augmented_pitch\dia927_utt2_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/34144.wav,augmented_pitch\34144_pitch.wav,Happy
../dataset/tess/OAF_disgust/OAF_team_disgust.wav,augmented_pitch\OAF_team_disgust_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/00987.wav,augmented_pitch\00987_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/45434.wav,augmented_pitch\45434_pitch.wav,Bored
../dataset/ravdess/Actor_09/03-01-05-01-02-02-09.wav,augmented_pitch\03-01-05-01-02-02-09_pitch.wav,Anger
../dataset/esd/0019/Happy/0019_000928.wav,augmented_pitch\0019_000928_pitch.wav,Happy
../dataset/meld/train/dia949_utt5.mp4,augmented_pitch\dia949_utt5_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/17157.wav,augmented_pitch\17157_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/22060.wav,augmented_pitch\22060_pitch.wav,Happy
../dataset/esd/0012/Angry/0012_000628.wav,augmented_pitch\0012_000628_pitch.wav,Anger
../dataset/ravdess/Actor_16/03-01-01-01-01-01-16.wav,augmented_pitch\03-01-01-01-01-01-16_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/04294.wav,augmented_pitch\04294_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/44158.wav,augmented_pitch\44158_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/01547.wav,augmented_pitch\01547_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/21807.wav,augmented_pitch\21807_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/31970.wav,augmented_pitch\31970_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1034_ITH_FEA_XX.wav,augmented_pitch\1034_ITH_FEA_XX_pitch.wav,Fear
../dataset/esd/0013/Surprise/0013_001460.wav,augmented_pitch\0013_001460_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/35161.wav,augmented_pitch\35161_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/35352.wav,augmented_pitch\35352_pitch.wav,Happy
../dataset/esd/0015/Angry/0015_000563.wav,augmented_pitch\0015_000563_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/13964.wav,augmented_pitch\13964_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/34297.wav,augmented_pitch\34297_pitch.wav,Question
../dataset/esd/0018/Sad/0018_001369.wav,augmented_pitch\0018_001369_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/02807.wav,augmented_pitch\02807_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/14926.wav,augmented_pitch\14926_pitch.wav,Question
../dataset/esd/0014/Angry/0014_000542.wav,augmented_pitch\0014_000542_pitch.wav,Anger
../dataset/esd/0014/Happy/0014_001035.wav,augmented_pitch\0014_001035_pitch.wav,Happy
../dataset/tess/OAF_happy/OAF_love_happy.wav,augmented_pitch\OAF_love_happy_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/16745.wav,augmented_pitch\16745_pitch.wav,Bored
../dataset/meld/train/dia980_utt10.mp4,augmented_pitch\dia980_utt10_pitch.wav,Fear
../dataset/esd/0020/Surprise/0020_001550.wav,augmented_pitch\0020_001550_pitch.wav,Surprise
../dataset/esd/0015/Angry/0015_000405.wav,augmented_pitch\0015_000405_pitch.wav,Anger
../dataset/meld/train/dia190_utt0.mp4,augmented_pitch\dia190_utt0_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/05438.wav,augmented_pitch\05438_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/22728.wav,augmented_pitch\22728_pitch.wav,Neutral
../dataset/esd/0016/Surprise/0016_001459.wav,augmented_pitch\0016_001459_pitch.wav,Surprise
../dataset/esd/0012/Neutral/0012_000224.wav,augmented_pitch\0012_000224_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/38344.wav,augmented_pitch\38344_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/06800.wav,augmented_pitch\06800_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/17819.wav,augmented_pitch\17819_pitch.wav,Question
../dataset/esd/0013/Surprise/0013_001512.wav,augmented_pitch\0013_001512_pitch.wav,Surprise
../dataset/mlend/MLEndSND_Public/05499.wav,augmented_pitch\05499_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/21497.wav,augmented_pitch\21497_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/04087.wav,augmented_pitch\04087_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1033_IEO_NEU_XX.wav,augmented_pitch\1033_IEO_NEU_XX_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/09867.wav,augmented_pitch\09867_pitch.wav,Neutral
../dataset/esd/0018/Surprise/0018_001502.wav,augmented_pitch\0018_001502_pitch.wav,Surprise
../dataset/ravdess/Actor_11/03-01-05-01-01-02-11.wav,augmented_pitch\03-01-05-01-01-02-11_pitch.wav,Anger
../dataset/mlend/MLEndSND_Public/35234.wav,augmented_pitch\35234_pitch.wav,Neutral
../dataset/meld/train/dia509_utt0.mp4,augmented_pitch\dia509_utt0_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/27755.wav,augmented_pitch\27755_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/04922.wav,augmented_pitch\04922_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/03925.wav,augmented_pitch\03925_pitch.wav,Question
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_sad_7a_1.wav,augmented_pitch\female2_sad_7a_1_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/18090.wav,augmented_pitch\18090_pitch.wav,Bored
../dataset/esd/0016/Neutral/0016_000343.wav,augmented_pitch\0016_000343_pitch.wav,Neutral
../dataset/meld/train/dia783_utt8.mp4,augmented_pitch\dia783_utt8_pitch.wav,Sad
../dataset/mlend/MLEndSND_Public/34619.wav,augmented_pitch\34619_pitch.wav,Neutral
../dataset/meld/train/dia1015_utt5.mp4,augmented_pitch\dia1015_utt5_pitch.wav,Neutral
../dataset/esd/0011/Happy/0011_000937.wav,augmented_pitch\0011_000937_pitch.wav,Happy
../dataset/esd/0017/Angry/0017_000607.wav,augmented_pitch\0017_000607_pitch.wav,Anger
../dataset/tess/YAF_fear/YAF_dead_fear.wav,augmented_pitch\YAF_dead_fear_pitch.wav,Fear
../dataset/mlend/MLEndSND_Public/26511.wav,augmented_pitch\26511_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/18156.wav,augmented_pitch\18156_pitch.wav,Happy
../dataset/esd/0019/Neutral/0019_000048.wav,augmented_pitch\0019_000048_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1077_WSI_ANG_XX.wav,augmented_pitch\1077_WSI_ANG_XX_pitch.wav,Anger
../dataset/esd/0018/Angry/0018_000549.wav,augmented_pitch\0018_000549_pitch.wav,Anger
../dataset/meld/train/dia58_utt6.mp4,augmented_pitch\dia58_utt6_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/24804.wav,augmented_pitch\24804_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/16170.wav,augmented_pitch\16170_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/33960.wav,augmented_pitch\33960_pitch.wav,Happy
../dataset/crema-d/AudioWAV/1037_IEO_FEA_HI.wav,augmented_pitch\1037_IEO_FEA_HI_pitch.wav,Fear
../dataset/tess/YAF_disgust/YAF_sour_disgust.wav,augmented_pitch\YAF_sour_disgust_pitch.wav,Disgust
../dataset/mlend/MLEndSND_Public/30603.wav,augmented_pitch\30603_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/26387.wav,augmented_pitch\26387_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/29502.wav,augmented_pitch\29502_pitch.wav,Happy
../dataset/mlend/MLEndSND_Public/14671.wav,augmented_pitch\14671_pitch.wav,Bored
../dataset/mlend/MLEndSND_Public/43306.wav,augmented_pitch\43306_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/31261.wav,augmented_pitch\31261_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/30780.wav,augmented_pitch\30780_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/16135.wav,augmented_pitch\16135_pitch.wav,Neutral
../dataset/mlend/MLEndSND_Public/26769.wav,augmented_pitch\26769_pitch.wav,Question
../dataset/mlend/MLEndSND_Public/18144.wav,augmented_pitch\18144_pitch.wav,Neutral
../dataset/crema-d/AudioWAV/1088_ITS_ANG_XX.wav,augmented_pitch\1088_ITS_ANG_XX_pitch.wav,Anger
../dataset/meld/train/dia1029_utt13.mp4,augmented_pitch\dia1029_utt13_pitch.wav,Neutral
