Filepath,Timepath,Emotion
../dataset/crema-d/AudioWAV/1024_TIE_FEA_XX.wav,augmented_time\1024_TIE_FEA_XX_time.wav,Fear
../dataset/meld/train/dia923_utt10.mp4,augmented_time\dia923_utt10_time.wav,Anger
../dataset/mlend/MLEndSND_Public/29331.wav,augmented_time\29331_time.wav,Question
../dataset/mlend/MLEndSND_Public/04572.wav,augmented_time\04572_time.wav,Happy
../dataset/meld/train/dia607_utt13.mp4,augmented_time\dia607_utt13_time.wav,Happy
../dataset/mlend/MLEndSND_Public/29111.wav,augmented_time\29111_time.wav,Bored
../dataset/mlend/MLEndSND_Public/36321.wav,augmented_time\36321_time.wav,Bored
../dataset/mlend/MLEndSND_Public/38198.wav,augmented_time\38198_time.wav,Happy
../dataset/esd/0013/Surprise/0013_001617.wav,augmented_time\0013_001617_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/13732.wav,augmented_time\13732_time.wav,Neutral
../dataset/crema-d/AudioWAV/1079_IEO_HAP_MD.wav,augmented_time\1079_IEO_HAP_MD_time.wav,Happy
../dataset/mlend/MLEndSND_Public/42718.wav,augmented_time\42718_time.wav,Question
../dataset/mlend/MLEndSND_Public/06585.wav,augmented_time\06585_time.wav,Question
../dataset/esd/0017/Angry/0017_000467.wav,augmented_time\0017_000467_time.wav,Anger
../dataset/esd/0012/Angry/0012_000424.wav,augmented_time\0012_000424_time.wav,Anger
../dataset/esd/0018/Neutral/0018_000045.wav,augmented_time\0018_000045_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/01108.wav,augmented_time\01108_time.wav,Bored
../dataset/meld/train/dia897_utt6.mp4,augmented_time\dia897_utt6_time.wav,Neutral
../dataset/meld/train/dia392_utt10.mp4,augmented_time\dia392_utt10_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/10855.wav,augmented_time\10855_time.wav,Question
../dataset/mlend/MLEndSND_Public/09389.wav,augmented_time\09389_time.wav,Happy
../dataset/mlend/MLEndSND_Public/35282.wav,augmented_time\35282_time.wav,Question
../dataset/esd/0012/Angry/0012_000694.wav,augmented_time\0012_000694_time.wav,Anger
../dataset/mlend/MLEndSND_Public/29155.wav,augmented_time\29155_time.wav,Question
../dataset/mlend/MLEndSND_Public/33071.wav,augmented_time\33071_time.wav,Happy
../dataset/crema-d/AudioWAV/1025_IWW_SAD_XX.wav,augmented_time\1025_IWW_SAD_XX_time.wav,Sad
../dataset/esd/0016/Surprise/0016_001535.wav,augmented_time\0016_001535_time.wav,Surprise
../dataset/meld/train/dia602_utt5.mp4,augmented_time\dia602_utt5_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/25538.wav,augmented_time\25538_time.wav,Happy
../dataset/esd/0015/Sad/0015_001240.wav,augmented_time\0015_001240_time.wav,Sad
../dataset/mlend/MLEndSND_Public/17608.wav,augmented_time\17608_time.wav,Bored
../dataset/meld/train/dia211_utt0.mp4,augmented_time\dia211_utt0_time.wav,Happy
../dataset/crema-d/AudioWAV/1013_IEO_NEU_XX.wav,augmented_time\1013_IEO_NEU_XX_time.wav,Neutral
../dataset/esd/0012/Angry/0012_000664.wav,augmented_time\0012_000664_time.wav,Anger
../dataset/crema-d/AudioWAV/1070_TAI_DIS_XX.wav,augmented_time\1070_TAI_DIS_XX_time.wav,Disgust
../dataset/mlend/MLEndSND_Public/22474.wav,augmented_time\22474_time.wav,Happy
../dataset/meld/train/dia371_utt3.mp4,augmented_time\dia371_utt3_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/06663.wav,augmented_time\06663_time.wav,Question
../dataset/mlend/MLEndSND_Public/19036.wav,augmented_time\19036_time.wav,Bored
../dataset/meld/train/dia558_utt3.mp4,augmented_time\dia558_utt3_time.wav,Surprise
../dataset/esd/0018/Neutral/0018_000116.wav,augmented_time\0018_000116_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/44290.wav,augmented_time\44290_time.wav,Question
../dataset/mlend/MLEndSND_Public/32847.wav,augmented_time\32847_time.wav,Bored
../dataset/mlend/MLEndSND_Public/17416.wav,augmented_time\17416_time.wav,Bored
../dataset/esd/0013/Angry/0013_000410.wav,augmented_time\0013_000410_time.wav,Anger
../dataset/mlend/MLEndSND_Public/13844.wav,augmented_time\13844_time.wav,Neutral
../dataset/crema-d/AudioWAV/1079_DFA_HAP_XX.wav,augmented_time\1079_DFA_HAP_XX_time.wav,Happy
../dataset/mlend/MLEndSND_Public/12881.wav,augmented_time\12881_time.wav,Neutral
../dataset/meld/train/dia428_utt5.mp4,augmented_time\dia428_utt5_time.wav,Neutral
../dataset/meld/train/dia599_utt14.mp4,augmented_time\dia599_utt14_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/43794.wav,augmented_time\43794_time.wav,Bored
../dataset/esd/0013/Angry/0013_000694.wav,augmented_time\0013_000694_time.wav,Anger
../dataset/mlend/MLEndSND_Public/08241.wav,augmented_time\08241_time.wav,Question
../dataset/mlend/MLEndSND_Public/44313.wav,augmented_time\44313_time.wav,Question
../dataset/esd/0019/Surprise/0019_001561.wav,augmented_time\0019_001561_time.wav,Surprise
../dataset/esd/0012/Happy/0012_000869.wav,augmented_time\0012_000869_time.wav,Happy
../dataset/mlend/MLEndSND_Public/36045.wav,augmented_time\36045_time.wav,Neutral
../dataset/crema-d/AudioWAV/1002_IEO_DIS_MD.wav,augmented_time\1002_IEO_DIS_MD_time.wav,Disgust
../dataset/mlend/MLEndSND_Public/02617.wav,augmented_time\02617_time.wav,Bored
../dataset/tess/OAF_Sad/OAF_base_sad.wav,augmented_time\OAF_base_sad_time.wav,Sad
../dataset/tess/YAF_angry/YAF_ring_angry.wav,augmented_time\YAF_ring_angry_time.wav,Anger
../dataset/mlend/MLEndSND_Public/46693.wav,augmented_time\46693_time.wav,Neutral
../dataset/esd/0018/Sad/0018_001221.wav,augmented_time\0018_001221_time.wav,Sad
../dataset/esd/0013/Neutral/0013_000104.wav,augmented_time\0013_000104_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/29413.wav,augmented_time\29413_time.wav,Question
../dataset/crema-d/AudioWAV/1087_MTI_SAD_XX.wav,augmented_time\1087_MTI_SAD_XX_time.wav,Sad
../dataset/mlend/MLEndSND_Public/29933.wav,augmented_time\29933_time.wav,Bored
../dataset/meld/train/dia23_utt2.mp4,augmented_time\dia23_utt2_time.wav,Surprise
../dataset/esd/0012/Sad/0012_001165.wav,augmented_time\0012_001165_time.wav,Sad
../dataset/esd/0017/Angry/0017_000602.wav,augmented_time\0017_000602_time.wav,Anger
../dataset/mlend/MLEndSND_Public/27453.wav,augmented_time\27453_time.wav,Neutral
../dataset/meld/train/dia506_utt8.mp4,augmented_time\dia506_utt8_time.wav,Sad
../dataset/mlend/MLEndSND_Public/10175.wav,augmented_time\10175_time.wav,Neutral
../dataset/esd/0014/Sad/0014_001079.wav,augmented_time\0014_001079_time.wav,Sad
../dataset/mlend/MLEndSND_Public/16735.wav,augmented_time\16735_time.wav,Bored
../dataset/tess/YAF_angry/YAF_long_angry.wav,augmented_time\YAF_long_angry_time.wav,Anger
../dataset/mlend/MLEndSND_Public/32478.wav,augmented_time\32478_time.wav,Bored
../dataset/mlend/MLEndSND_Public/22059.wav,augmented_time\22059_time.wav,Bored
../dataset/mlend/MLEndSND_Public/05261.wav,augmented_time\05261_time.wav,Bored
../dataset/meld/train/dia246_utt2.mp4,augmented_time\dia246_utt2_time.wav,Neutral
../dataset/esd/0020/Sad/0020_001290.wav,augmented_time\0020_001290_time.wav,Sad
../dataset/mlend/MLEndSND_Public/30864.wav,augmented_time\30864_time.wav,Bored
../dataset/esd/0017/Surprise/0017_001562.wav,augmented_time\0017_001562_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/39636.wav,augmented_time\39636_time.wav,Happy
../dataset/esd/0011/Happy/0011_000753.wav,augmented_time\0011_000753_time.wav,Happy
../dataset/esd/0018/Neutral/0018_000195.wav,augmented_time\0018_000195_time.wav,Neutral
../dataset/meld/train/dia833_utt3.mp4,augmented_time\dia833_utt3_time.wav,Anger
../dataset/mlend/MLEndSND_Public/31594.wav,augmented_time\31594_time.wav,Happy
../dataset/mlend/MLEndSND_Public/39043.wav,augmented_time\39043_time.wav,Bored
../dataset/mlend/MLEndSND_Public/45936.wav,augmented_time\45936_time.wav,Happy
../dataset/mlend/MLEndSND_Public/38119.wav,augmented_time\38119_time.wav,Bored
../dataset/crema-d/AudioWAV/1048_WSI_SAD_XX.wav,augmented_time\1048_WSI_SAD_XX_time.wav,Sad
../dataset/mlend/MLEndSND_Public/21866.wav,augmented_time\21866_time.wav,Neutral
../dataset/esd/0014/Neutral/0014_000144.wav,augmented_time\0014_000144_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/41117.wav,augmented_time\41117_time.wav,Happy
../dataset/esd/0014/Happy/0014_000890.wav,augmented_time\0014_000890_time.wav,Happy
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_happy_12a_2.wav,augmented_time\male2_happy_12a_2_time.wav,Happy
../dataset/esd/0016/Neutral/0016_000040.wav,augmented_time\0016_000040_time.wav,Neutral
../dataset/esd/0014/Neutral/0014_000229.wav,augmented_time\0014_000229_time.wav,Neutral
../dataset/meld/train/dia555_utt1.mp4,augmented_time\dia555_utt1_time.wav,Happy
../dataset/esd/0019/Angry/0019_000428.wav,augmented_time\0019_000428_time.wav,Anger
../dataset/mlend/MLEndSND_Public/01119.wav,augmented_time\01119_time.wav,Question
../dataset/mlend/MLEndSND_Public/30305.wav,augmented_time\30305_time.wav,Question
../dataset/ravdess/Actor_03/03-01-05-01-02-02-03.wav,augmented_time\03-01-05-01-02-02-03_time.wav,Anger
../dataset/mlend/MLEndSND_Public/30160.wav,augmented_time\30160_time.wav,Happy
../dataset/mlend/MLEndSND_Public/25625.wav,augmented_time\25625_time.wav,Neutral
../dataset/crema-d/AudioWAV/1070_ITS_NEU_XX.wav,augmented_time\1070_ITS_NEU_XX_time.wav,Neutral
../dataset/meld/train/dia1032_utt10.mp4,augmented_time\dia1032_utt10_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/13766.wav,augmented_time\13766_time.wav,Question
../dataset/mlend/MLEndSND_Public/28444.wav,augmented_time\28444_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/13529.wav,augmented_time\13529_time.wav,Neutral
../dataset/crema-d/AudioWAV/1089_DFA_NEU_XX.wav,augmented_time\1089_DFA_NEU_XX_time.wav,Neutral
../dataset/esd/0015/Happy/0015_000787.wav,augmented_time\0015_000787_time.wav,Happy
../dataset/mlend/MLEndSND_Public/22740.wav,augmented_time\22740_time.wav,Question
../dataset/crema-d/AudioWAV/1018_ITS_SAD_XX.wav,augmented_time\1018_ITS_SAD_XX_time.wav,Sad
../dataset/mlend/MLEndSND_Public/28031.wav,augmented_time\28031_time.wav,Bored
../dataset/esd/0019/Surprise/0019_001666.wav,augmented_time\0019_001666_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/32529.wav,augmented_time\32529_time.wav,Bored
../dataset/crema-d/AudioWAV/1073_TSI_DIS_XX.wav,augmented_time\1073_TSI_DIS_XX_time.wav,Disgust
../dataset/mlend/MLEndSND_Public/15650.wav,augmented_time\15650_time.wav,Happy
../dataset/meld/train/dia664_utt8.mp4,augmented_time\dia664_utt8_time.wav,Neutral
../dataset/esd/0016/Neutral/0016_000078.wav,augmented_time\0016_000078_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/44043.wav,augmented_time\44043_time.wav,Bored
../dataset/mlend/MLEndSND_Public/03365.wav,augmented_time\03365_time.wav,Neutral
../dataset/esd/0012/Happy/0012_000912.wav,augmented_time\0012_000912_time.wav,Happy
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_sad_13b_1.wav,augmented_time\male2_sad_13b_1_time.wav,Sad
../dataset/mlend/MLEndSND_Public/28091.wav,augmented_time\28091_time.wav,Happy
../dataset/meld/train/dia940_utt7.mp4,augmented_time\dia940_utt7_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/30871.wav,augmented_time\30871_time.wav,Question
../dataset/mlend/MLEndSND_Public/40880.wav,augmented_time\40880_time.wav,Question
../dataset/tess/OAF_Sad/OAF_merge_sad.wav,augmented_time\OAF_merge_sad_time.wav,Sad
../dataset/meld/train/dia438_utt10.mp4,augmented_time\dia438_utt10_time.wav,Sad
../dataset/esd/0011/Happy/0011_000781.wav,augmented_time\0011_000781_time.wav,Happy
../dataset/meld/train/dia860_utt7.mp4,augmented_time\dia860_utt7_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/27363.wav,augmented_time\27363_time.wav,Bored
../dataset/mlend/MLEndSND_Public/09199.wav,augmented_time\09199_time.wav,Neutral
../dataset/esd/0011/Sad/0011_001121.wav,augmented_time\0011_001121_time.wav,Sad
../dataset/tess/YAF_happy/YAF_tape_happy.wav,augmented_time\YAF_tape_happy_time.wav,Happy
../dataset/mlend/MLEndSND_Public/31208.wav,augmented_time\31208_time.wav,Happy
../dataset/crema-d/AudioWAV/1069_ITS_NEU_XX.wav,augmented_time\1069_ITS_NEU_XX_time.wav,Neutral
../dataset/tess/YAF_happy/YAF_dab_happy.wav,augmented_time\YAF_dab_happy_time.wav,Happy
../dataset/esd/0019/Neutral/0019_000321.wav,augmented_time\0019_000321_time.wav,Neutral
../dataset/meld/train/dia176_utt5.mp4,augmented_time\dia176_utt5_time.wav,Surprise
../dataset/esd/0011/Neutral/0011_000245.wav,augmented_time\0011_000245_time.wav,Neutral
../dataset/esd/0012/Happy/0012_001018.wav,augmented_time\0012_001018_time.wav,Happy
../dataset/meld/train/dia299_utt3.mp4,augmented_time\dia299_utt3_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/27554.wav,augmented_time\27554_time.wav,Happy
../dataset/esd/0018/Surprise/0018_001590.wav,augmented_time\0018_001590_time.wav,Surprise
../dataset/esd/0013/Happy/0013_000969.wav,augmented_time\0013_000969_time.wav,Happy
../dataset/crema-d/AudioWAV/1063_IWL_SAD_XX.wav,augmented_time\1063_IWL_SAD_XX_time.wav,Sad
../dataset/tess/OAF_Pleasant_surprise/OAF_cab_ps.wav,augmented_time\OAF_cab_ps_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/28472.wav,augmented_time\28472_time.wav,Question
../dataset/mlend/MLEndSND_Public/40767.wav,augmented_time\40767_time.wav,Bored
../dataset/esd/0020/Angry/0020_000503.wav,augmented_time\0020_000503_time.wav,Anger
../dataset/mlend/MLEndSND_Public/29056.wav,augmented_time\29056_time.wav,Bored
../dataset/tess/OAF_neutral/OAF_white_neutral.wav,augmented_time\OAF_white_neutral_time.wav,Neutral
../dataset/esd/0016/Neutral/0016_000113.wav,augmented_time\0016_000113_time.wav,Neutral
../dataset/crema-d/AudioWAV/1070_DFA_FEA_XX.wav,augmented_time\1070_DFA_FEA_XX_time.wav,Fear
../dataset/esd/0016/Surprise/0016_001653.wav,augmented_time\0016_001653_time.wav,Surprise
../dataset/esd/0019/Happy/0019_000870.wav,augmented_time\0019_000870_time.wav,Happy
../dataset/esd/0019/Neutral/0019_000330.wav,augmented_time\0019_000330_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/18873.wav,augmented_time\18873_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/40327.wav,augmented_time\40327_time.wav,Neutral
../dataset/meld/train/dia175_utt8.mp4,augmented_time\dia175_utt8_time.wav,Neutral
../dataset/tess/OAF_angry/OAF_perch_angry.wav,augmented_time\OAF_perch_angry_time.wav,Anger
../dataset/mlend/MLEndSND_Public/29092.wav,augmented_time\29092_time.wav,Happy
../dataset/crema-d/AudioWAV/1058_ITS_HAP_XX.wav,augmented_time\1058_ITS_HAP_XX_time.wav,Happy
../dataset/meld/train/dia87_utt4.mp4,augmented_time\dia87_utt4_time.wav,Happy
../dataset/esd/0015/Neutral/0015_000290.wav,augmented_time\0015_000290_time.wav,Neutral
../dataset/esd/0015/Neutral/0015_000194.wav,augmented_time\0015_000194_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/37597.wav,augmented_time\37597_time.wav,Bored
../dataset/esd/0013/Sad/0013_001085.wav,augmented_time\0013_001085_time.wav,Sad
../dataset/esd/0020/Angry/0020_000585.wav,augmented_time\0020_000585_time.wav,Anger
../dataset/esd/0015/Angry/0015_000517.wav,augmented_time\0015_000517_time.wav,Anger
../dataset/mlend/MLEndSND_Public/08099.wav,augmented_time\08099_time.wav,Bored
../dataset/esd/0019/Surprise/0019_001449.wav,augmented_time\0019_001449_time.wav,Surprise
../dataset/meld/train/dia933_utt2.mp4,augmented_time\dia933_utt2_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/26084.wav,augmented_time\26084_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/13231.wav,augmented_time\13231_time.wav,Question
../dataset/mlend/MLEndSND_Public/41723.wav,augmented_time\41723_time.wav,Happy
../dataset/esd/0015/Happy/0015_000775.wav,augmented_time\0015_000775_time.wav,Happy
../dataset/meld/train/dia457_utt13.mp4,augmented_time\dia457_utt13_time.wav,Fear
../dataset/tess/OAF_disgust/OAF_rush_disgust.wav,augmented_time\OAF_rush_disgust_time.wav,Disgust
../dataset/esd/0017/Happy/0017_000898.wav,augmented_time\0017_000898_time.wav,Happy
../dataset/esd/0011/Neutral/0011_000081.wav,augmented_time\0011_000081_time.wav,Neutral
../dataset/crema-d/AudioWAV/1027_IWW_DIS_XX.wav,augmented_time\1027_IWW_DIS_XX_time.wav,Disgust
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male1_happy_3a_2.wav,augmented_time\male1_happy_3a_2_time.wav,Happy
../dataset/mlend/MLEndSND_Public/06262.wav,augmented_time\06262_time.wav,Bored
../dataset/esd/0015/Surprise/0015_001683.wav,augmented_time\0015_001683_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/17466.wav,augmented_time\17466_time.wav,Bored
../dataset/meld/train/dia759_utt7.mp4,augmented_time\dia759_utt7_time.wav,Neutral
../dataset/esd/0015/Angry/0015_000666.wav,augmented_time\0015_000666_time.wav,Anger
../dataset/mlend/MLEndSND_Public/42090.wav,augmented_time\42090_time.wav,Neutral
../dataset/crema-d/AudioWAV/1004_DFA_FEA_XX.wav,augmented_time\1004_DFA_FEA_XX_time.wav,Fear
../dataset/esd/0018/Angry/0018_000550.wav,augmented_time\0018_000550_time.wav,Anger
../dataset/crema-d/AudioWAV/1061_IWL_NEU_XX.wav,augmented_time\1061_IWL_NEU_XX_time.wav,Neutral
../dataset/esd/0018/Neutral/0018_000220.wav,augmented_time\0018_000220_time.wav,Neutral
../dataset/meld/train/dia352_utt6.mp4,augmented_time\dia352_utt6_time.wav,Surprise
../dataset/esd/0017/Happy/0017_000806.wav,augmented_time\0017_000806_time.wav,Happy
../dataset/crema-d/AudioWAV/1012_IWL_DIS_XX.wav,augmented_time\1012_IWL_DIS_XX_time.wav,Disgust
../dataset/mlend/MLEndSND_Public/04767.wav,augmented_time\04767_time.wav,Bored
../dataset/esd/0017/Surprise/0017_001414.wav,augmented_time\0017_001414_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/09176.wav,augmented_time\09176_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/40408.wav,augmented_time\40408_time.wav,Bored
../dataset/tess/OAF_neutral/OAF_boat_neutral.wav,augmented_time\OAF_boat_neutral_time.wav,Neutral
../dataset/tess/YAF_neutral/YAF_mode_neutral.wav,augmented_time\YAF_mode_neutral_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/06672.wav,augmented_time\06672_time.wav,Neutral
../dataset/meld/train/dia738_utt6.mp4,augmented_time\dia738_utt6_time.wav,Anger
../dataset/mlend/MLEndSND_Public/07659.wav,augmented_time\07659_time.wav,Happy
../dataset/mlend/MLEndSND_Public/15487.wav,augmented_time\15487_time.wav,Bored
../dataset/mlend/MLEndSND_Public/02439.wav,augmented_time\02439_time.wav,Question
../dataset/mlend/MLEndSND_Public/23261.wav,augmented_time\23261_time.wav,Happy
../dataset/esd/0017/Neutral/0017_000007.wav,augmented_time\0017_000007_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/22772.wav,augmented_time\22772_time.wav,Bored
../dataset/mlend/MLEndSND_Public/33649.wav,augmented_time\33649_time.wav,Happy
../dataset/esd/0017/Sad/0017_001375.wav,augmented_time\0017_001375_time.wav,Sad
../dataset/esd/0013/Happy/0013_000720.wav,augmented_time\0013_000720_time.wav,Happy
../dataset/esd/0020/Sad/0020_001279.wav,augmented_time\0020_001279_time.wav,Sad
../dataset/mlend/MLEndSND_Public/37484.wav,augmented_time\37484_time.wav,Happy
../dataset/crema-d/AudioWAV/1041_IEO_FEA_HI.wav,augmented_time\1041_IEO_FEA_HI_time.wav,Fear
../dataset/esd/0013/Neutral/0013_000003.wav,augmented_time\0013_000003_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/06647.wav,augmented_time\06647_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/14137.wav,augmented_time\14137_time.wav,Happy
../dataset/crema-d/AudioWAV/1042_IOM_ANG_XX.wav,augmented_time\1042_IOM_ANG_XX_time.wav,Anger
../dataset/mlend/MLEndSND_Public/40144.wav,augmented_time\40144_time.wav,Question
../dataset/mlend/MLEndSND_Public/40843.wav,augmented_time\40843_time.wav,Happy
../dataset/esd/0019/Surprise/0019_001540.wav,augmented_time\0019_001540_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/35545.wav,augmented_time\35545_time.wav,Happy
../dataset/mlend/MLEndSND_Public/00161.wav,augmented_time\00161_time.wav,Happy
../dataset/mlend/MLEndSND_Public/45277.wav,augmented_time\45277_time.wav,Question
../dataset/tess/OAF_Fear/OAF_late_fear.wav,augmented_time\OAF_late_fear_time.wav,Fear
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_happy_15a_2.wav,augmented_time\female1_happy_15a_2_time.wav,Happy
../dataset/mlend/MLEndSND_Public/17270.wav,augmented_time\17270_time.wav,Neutral
../dataset/meld/train/dia956_utt8.mp4,augmented_time\dia956_utt8_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/10085.wav,augmented_time\10085_time.wav,Bored
../dataset/esd/0020/Angry/0020_000593.wav,augmented_time\0020_000593_time.wav,Anger
../dataset/mlend/MLEndSND_Public/32109.wav,augmented_time\32109_time.wav,Bored
../dataset/esd/0020/Neutral/0020_000328.wav,augmented_time\0020_000328_time.wav,Neutral
../dataset/esd/0017/Happy/0017_001011.wav,augmented_time\0017_001011_time.wav,Happy
../dataset/mlend/MLEndSND_Public/04168.wav,augmented_time\04168_time.wav,Happy
../dataset/meld/train/dia578_utt0.mp4,augmented_time\dia578_utt0_time.wav,Neutral
../dataset/esd/0016/Happy/0016_001005.wav,augmented_time\0016_001005_time.wav,Happy
../dataset/crema-d/AudioWAV/1021_IEO_FEA_LO.wav,augmented_time\1021_IEO_FEA_LO_time.wav,Fear
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male1_sad_9a_1.wav,augmented_time\male1_sad_9a_1_time.wav,Sad
../dataset/esd/0013/Surprise/0013_001682.wav,augmented_time\0013_001682_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/05607.wav,augmented_time\05607_time.wav,Question
../dataset/mlend/MLEndSND_Public/18773.wav,augmented_time\18773_time.wav,Bored
../dataset/mlend/MLEndSND_Public/17388.wav,augmented_time\17388_time.wav,Happy
../dataset/crema-d/AudioWAV/1018_IEO_SAD_MD.wav,augmented_time\1018_IEO_SAD_MD_time.wav,Sad
../dataset/esd/0015/Neutral/0015_000053.wav,augmented_time\0015_000053_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/02560.wav,augmented_time\02560_time.wav,Happy
../dataset/esd/0020/Angry/0020_000568.wav,augmented_time\0020_000568_time.wav,Anger
../dataset/ravdess/Actor_11/03-01-01-01-02-02-11.wav,augmented_time\03-01-01-01-02-02-11_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/43649.wav,augmented_time\43649_time.wav,Question
../dataset/meld/train/dia777_utt6.mp4,augmented_time\dia777_utt6_time.wav,Surprise
../dataset/mlend/MLEndSND_Public/07750.wav,augmented_time\07750_time.wav,Bored
../dataset/tess/OAF_disgust/OAF_ton_disgust.wav,augmented_time\OAF_ton_disgust_time.wav,Disgust
../dataset/crema-d/AudioWAV/1073_IEO_FEA_LO.wav,augmented_time\1073_IEO_FEA_LO_time.wav,Fear
../dataset/mlend/MLEndSND_Public/27640.wav,augmented_time\27640_time.wav,Bored
../dataset/mlend/MLEndSND_Public/32987.wav,augmented_time\32987_time.wav,Bored
../dataset/mlend/MLEndSND_Public/10765.wav,augmented_time\10765_time.wav,Happy
../dataset/crema-d/AudioWAV/1033_MTI_ANG_XX.wav,augmented_time\1033_MTI_ANG_XX_time.wav,Anger
../dataset/mlend/MLEndSND_Public/11036.wav,augmented_time\11036_time.wav,Neutral
../dataset/ravdess/Actor_07/03-01-06-02-01-01-07.wav,augmented_time\03-01-06-02-01-01-07_time.wav,Fear
../dataset/mlend/MLEndSND_Public/11597.wav,augmented_time\11597_time.wav,Happy
../dataset/tess/OAF_Pleasant_surprise/OAF_cause_ps.wav,augmented_time\OAF_cause_ps_time.wav,Surprise
../dataset/esd/0020/Angry/0020_000472.wav,augmented_time\0020_000472_time.wav,Anger
../dataset/mlend/MLEndSND_Public/12989.wav,augmented_time\12989_time.wav,Question
../dataset/esd/0019/Angry/0019_000643.wav,augmented_time\0019_000643_time.wav,Anger
../dataset/mlend/MLEndSND_Public/15939.wav,augmented_time\15939_time.wav,Bored
../dataset/mlend/MLEndSND_Public/42476.wav,augmented_time\42476_time.wav,Bored
../dataset/mlend/MLEndSND_Public/28613.wav,augmented_time\28613_time.wav,Happy
../dataset/esd/0014/Angry/0014_000377.wav,augmented_time\0014_000377_time.wav,Anger
../dataset/esd/0019/Neutral/0019_000001.wav,augmented_time\0019_000001_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/12745.wav,augmented_time\12745_time.wav,Happy
../dataset/esd/0016/Happy/0016_000792.wav,augmented_time\0016_000792_time.wav,Happy
../dataset/esd/0013/Neutral/0013_000294.wav,augmented_time\0013_000294_time.wav,Neutral
../dataset/esd/0016/Sad/0016_001388.wav,augmented_time\0016_001388_time.wav,Sad
../dataset/mlend/MLEndSND_Public/32710.wav,augmented_time\32710_time.wav,Bored
../dataset/mlend/MLEndSND_Public/01256.wav,augmented_time\01256_time.wav,Bored
../dataset/esd/0011/Angry/0011_000650.wav,augmented_time\0011_000650_time.wav,Anger
../dataset/mlend/MLEndSND_Public/02491.wav,augmented_time\02491_time.wav,Question
../dataset/esd/0012/Happy/0012_000849.wav,augmented_time\0012_000849_time.wav,Happy
../dataset/mlend/MLEndSND_Public/15633.wav,augmented_time\15633_time.wav,Neutral
../dataset/mlend/MLEndSND_Public/25568.wav,augmented_time\25568_time.wav,Happy
../dataset/mlend/MLEndSND_Public/13074.wav,augmented_time\13074_time.wav,Bored
../dataset/mlend/MLEndSND_Public/35835.wav,augmented_time\35835_time.wav,Bored
../dataset/mlend/MLEndSND_Public/17275.wav,augmented_time\17275_time.wav,Question
../dataset/mlend/MLEndSND_Public/25019.wav,augmented_time\25019_time.wav,Question
../dataset/crema-d/AudioWAV/1077_IEO_HAP_HI.wav,augmented_time\1077_IEO_HAP_HI_time.wav,Happy
../dataset/mlend/MLEndSND_Public/40612.wav,augmented_time\40612_time.wav,Happy
../dataset/esd/0013/Neutral/0013_000317.wav,augmented_time\0013_000317_time.wav,Neutral
../dataset/esd/0020/Angry/0020_000651.wav,augmented_time\0020_000651_time.wav,Anger
../dataset/mlend/MLEndSND_Public/30848.wav,augmented_time\30848_time.wav,Question
