Filepath,Noisepath,Emotion
../dataset/mlend/MLEndSND_Public/37165.wav,augmented_noise\37165_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/32173.wav,augmented_noise\32173_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/05844.wav,augmented_noise\05844_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/40925.wav,augmented_noise\40925_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/45750.wav,augmented_noise\45750_noise.wav,Bored
../dataset/crema-d/AudioWAV/1053_TAI_SAD_XX.wav,augmented_noise\1053_TAI_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/22331.wav,augmented_noise\22331_noise.wav,Question
../dataset/mlend/MLEndSND_Public/15239.wav,augmented_noise\15239_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/41758.wav,augmented_noise\41758_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/41583.wav,augmented_noise\41583_noise.wav,Happy
../dataset/meld/train/dia823_utt10.mp4,augmented_noise\dia823_utt10_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/09228.wav,augmented_noise\09228_noise.wav,Bored
../dataset/crema-d/AudioWAV/1061_IWW_SAD_XX.wav,augmented_noise\1061_IWW_SAD_XX_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/42507.wav,augmented_noise\42507_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/44152.wav,augmented_noise\44152_noise.wav,Question
../dataset/mlend/MLEndSND_Public/42581.wav,augmented_noise\42581_noise.wav,Neutral
../dataset/esd/0018/Surprise/0018_001668.wav,augmented_noise\0018_001668_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/07273.wav,augmented_noise\07273_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/26821.wav,augmented_noise\26821_noise.wav,Bored
../dataset/esd/0014/Happy/0014_000863.wav,augmented_noise\0014_000863_noise.wav,Happy
../dataset/esd/0015/Happy/0015_000976.wav,augmented_noise\0015_000976_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/22072.wav,augmented_noise\22072_noise.wav,Happy
../dataset/esd/0018/Surprise/0018_001570.wav,augmented_noise\0018_001570_noise.wav,Surprise
../dataset/tess/YAF_sad/YAF_half_sad.wav,augmented_noise\YAF_half_sad_noise.wav,Sad
../dataset/meld/train/dia454_utt2.mp4,augmented_noise\dia454_utt2_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/19276.wav,augmented_noise\19276_noise.wav,Question
../dataset/mlend/MLEndSND_Public/40398.wav,augmented_noise\40398_noise.wav,Question
../dataset/esd/0012/Angry/0012_000405.wav,augmented_noise\0012_000405_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/37711.wav,augmented_noise\37711_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/32723.wav,augmented_noise\32723_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/26611.wav,augmented_noise\26611_noise.wav,Question
../dataset/esd/0020/Surprise/0020_001643.wav,augmented_noise\0020_001643_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/38183.wav,augmented_noise\38183_noise.wav,Question
../dataset/meld/train/dia431_utt14.mp4,augmented_noise\dia431_utt14_noise.wav,Anger
../dataset/meld/train/dia296_utt13.mp4,augmented_noise\dia296_utt13_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/23970.wav,augmented_noise\23970_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/09099.wav,augmented_noise\09099_noise.wav,Bored
../dataset/tess/OAF_Pleasant_surprise/OAF_nice_ps.wav,augmented_noise\OAF_nice_ps_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/10805.wav,augmented_noise\10805_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/07644.wav,augmented_noise\07644_noise.wav,Question
../dataset/crema-d/AudioWAV/1035_IEO_HAP_MD.wav,augmented_noise\1035_IEO_HAP_MD_noise.wav,Happy
../dataset/meld/train/dia102_utt2.mp4,augmented_noise\dia102_utt2_noise.wav,Neutral
../dataset/esd/0012/Surprise/0012_001643.wav,augmented_noise\0012_001643_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/03143.wav,augmented_noise\03143_noise.wav,Question
../dataset/mlend/MLEndSND_Public/09663.wav,augmented_noise\09663_noise.wav,Question
../dataset/crema-d/AudioWAV/1080_DFA_DIS_XX.wav,augmented_noise\1080_DFA_DIS_XX_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/12397.wav,augmented_noise\12397_noise.wav,Question
../dataset/esd/0015/Sad/0015_001159.wav,augmented_noise\0015_001159_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/43365.wav,augmented_noise\43365_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/32690.wav,augmented_noise\32690_noise.wav,Question
../dataset/tess/OAF_Fear/OAF_nag_fear.wav,augmented_noise\OAF_nag_fear_noise.wav,Fear
../dataset/crema-d/AudioWAV/1055_WSI_ANG_XX.wav,augmented_noise\1055_WSI_ANG_XX_noise.wav,Anger
../dataset/crema-d/AudioWAV/1056_IEO_FEA_LO.wav,augmented_noise\1056_IEO_FEA_LO_noise.wav,Fear
../dataset/mlend/MLEndSND_Public/25041.wav,augmented_noise\25041_noise.wav,Neutral
../dataset/esd/0014/Angry/0014_000562.wav,augmented_noise\0014_000562_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/41327.wav,augmented_noise\41327_noise.wav,Question
../dataset/crema-d/AudioWAV/1080_IWL_ANG_XX.wav,augmented_noise\1080_IWL_ANG_XX_noise.wav,Anger
../dataset/crema-d/AudioWAV/1041_TIE_NEU_XX.wav,augmented_noise\1041_TIE_NEU_XX_noise.wav,Neutral
../dataset/meld/train/dia915_utt7.mp4,augmented_noise\dia915_utt7_noise.wav,Fear
../dataset/mlend/MLEndSND_Public/37393.wav,augmented_noise\37393_noise.wav,Bored
../dataset/esd/0019/Surprise/0019_001418.wav,augmented_noise\0019_001418_noise.wav,Surprise
../dataset/meld/train/dia232_utt1.mp4,augmented_noise\dia232_utt1_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/35739.wav,augmented_noise\35739_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/30895.wav,augmented_noise\30895_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/17009.wav,augmented_noise\17009_noise.wav,Question
../dataset/mlend/MLEndSND_Public/41448.wav,augmented_noise\41448_noise.wav,Question
../dataset/mlend/MLEndSND_Public/37581.wav,augmented_noise\37581_noise.wav,Bored
../dataset/crema-d/AudioWAV/1049_DFA_HAP_XX.wav,augmented_noise\1049_DFA_HAP_XX_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/25661.wav,augmented_noise\25661_noise.wav,Neutral
../dataset/esd/0014/Surprise/0014_001470.wav,augmented_noise\0014_001470_noise.wav,Surprise
../dataset/esd/0013/Angry/0013_000423.wav,augmented_noise\0013_000423_noise.wav,Anger
../dataset/esd/0014/Happy/0014_000951.wav,augmented_noise\0014_000951_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/11552.wav,augmented_noise\11552_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/32196.wav,augmented_noise\32196_noise.wav,Question
../dataset/mlend/MLEndSND_Public/06327.wav,augmented_noise\06327_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/47063.wav,augmented_noise\47063_noise.wav,Neutral
../dataset/meld/train/dia67_utt8.mp4,augmented_noise\dia67_utt8_noise.wav,Happy
../dataset/esd/0016/Neutral/0016_000024.wav,augmented_noise\0016_000024_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1074_ITH_SAD_XX.wav,augmented_noise\1074_ITH_SAD_XX_noise.wav,Sad
../dataset/crema-d/AudioWAV/1017_ITH_ANG_XX.wav,augmented_noise\1017_ITH_ANG_XX_noise.wav,Anger
../dataset/crema-d/AudioWAV/1063_IOM_NEU_XX.wav,augmented_noise\1063_IOM_NEU_XX_noise.wav,Neutral
../dataset/esd/0013/Surprise/0013_001731.wav,augmented_noise\0013_001731_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/09842.wav,augmented_noise\09842_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/07678.wav,augmented_noise\07678_noise.wav,Question
../dataset/meld/train/dia83_utt0.mp4,augmented_noise\dia83_utt0_noise.wav,Neutral
../dataset/meld/train/dia441_utt8.mp4,augmented_noise\dia441_utt8_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1028_TAI_HAP_XX.wav,augmented_noise\1028_TAI_HAP_XX_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/31672.wav,augmented_noise\31672_noise.wav,Question
../dataset/mlend/MLEndSND_Public/13585.wav,augmented_noise\13585_noise.wav,Bored
../dataset/esd/0019/Angry/0019_000672.wav,augmented_noise\0019_000672_noise.wav,Anger
../dataset/esd/0013/Surprise/0013_001677.wav,augmented_noise\0013_001677_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/15073.wav,augmented_noise\15073_noise.wav,Question
../dataset/mlend/MLEndSND_Public/43014.wav,augmented_noise\43014_noise.wav,Question
../dataset/tess/YAF_happy/YAF_nag_happy.wav,augmented_noise\YAF_nag_happy_noise.wav,Happy
../dataset/crema-d/AudioWAV/1090_TIE_ANG_XX.wav,augmented_noise\1090_TIE_ANG_XX_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/25996.wav,augmented_noise\25996_noise.wav,Question
../dataset/mlend/MLEndSND_Public/12318.wav,augmented_noise\12318_noise.wav,Question
../dataset/mlend/MLEndSND_Public/41599.wav,augmented_noise\41599_noise.wav,Neutral
../dataset/meld/train/dia277_utt5.mp4,augmented_noise\dia277_utt5_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/20810.wav,augmented_noise\20810_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/01447.wav,augmented_noise\01447_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/25765.wav,augmented_noise\25765_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/04611.wav,augmented_noise\04611_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/29228.wav,augmented_noise\29228_noise.wav,Happy
../dataset/crema-d/AudioWAV/1034_MTI_FEA_XX.wav,augmented_noise\1034_MTI_FEA_XX_noise.wav,Fear
../dataset/esd/0019/Neutral/0019_000088.wav,augmented_noise\0019_000088_noise.wav,Neutral
../dataset/meld/train/dia893_utt3.mp4,augmented_noise\dia893_utt3_noise.wav,Happy
../dataset/crema-d/AudioWAV/1077_IEO_ANG_MD.wav,augmented_noise\1077_IEO_ANG_MD_noise.wav,Anger
../dataset/crema-d/AudioWAV/1039_IEO_FEA_LO.wav,augmented_noise\1039_IEO_FEA_LO_noise.wav,Fear
../dataset/esd/0011/Surprise/0011_001569.wav,augmented_noise\0011_001569_noise.wav,Surprise
../dataset/meld/train/dia792_utt17.mp4,augmented_noise\dia792_utt17_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/22484.wav,augmented_noise\22484_noise.wav,Bored
../dataset/meld/train/dia808_utt0.mp4,augmented_noise\dia808_utt0_noise.wav,Disgust
../dataset/crema-d/AudioWAV/1085_TSI_SAD_XX.wav,augmented_noise\1085_TSI_SAD_XX_noise.wav,Sad
../dataset/esd/0011/Angry/0011_000519.wav,augmented_noise\0011_000519_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/27316.wav,augmented_noise\27316_noise.wav,Question
../dataset/mlend/MLEndSND_Public/14553.wav,augmented_noise\14553_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/43776.wav,augmented_noise\43776_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1067_ITS_FEA_XX.wav,augmented_noise\1067_ITS_FEA_XX_noise.wav,Fear
../dataset/mlend/MLEndSND_Public/32093.wav,augmented_noise\32093_noise.wav,Happy
../dataset/crema-d/AudioWAV/1078_IOM_HAP_XX.wav,augmented_noise\1078_IOM_HAP_XX_noise.wav,Happy
../dataset/crema-d/AudioWAV/1055_IEO_ANG_MD.wav,augmented_noise\1055_IEO_ANG_MD_noise.wav,Anger
../dataset/crema-d/AudioWAV/1060_IWL_DIS_XX.wav,augmented_noise\1060_IWL_DIS_XX_noise.wav,Disgust
../dataset/mlend/MLEndSND_Public/40954.wav,augmented_noise\40954_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/31945.wav,augmented_noise\31945_noise.wav,Bored
../dataset/meld/train/dia976_utt7.mp4,augmented_noise\dia976_utt7_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/37917.wav,augmented_noise\37917_noise.wav,Neutral
../dataset/esd/0018/Happy/0018_000784.wav,augmented_noise\0018_000784_noise.wav,Happy
../dataset/esd/0012/Sad/0012_001216.wav,augmented_noise\0012_001216_noise.wav,Sad
../dataset/esd/0019/Surprise/0019_001569.wav,augmented_noise\0019_001569_noise.wav,Surprise
../dataset/esd/0015/Happy/0015_000819.wav,augmented_noise\0015_000819_noise.wav,Happy
../dataset/savee/KL_h08.wav,augmented_noise\KL_h08_noise.wav,Happy
../dataset/esd/0020/Happy/0020_001001.wav,augmented_noise\0020_001001_noise.wav,Happy
../dataset/esd/0016/Angry/0016_000446.wav,augmented_noise\0016_000446_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/30108.wav,augmented_noise\30108_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1064_TSI_FEA_XX.wav,augmented_noise\1064_TSI_FEA_XX_noise.wav,Fear
../dataset/esd/0011/Surprise/0011_001639.wav,augmented_noise\0011_001639_noise.wav,Surprise
../dataset/esd/0014/Angry/0014_000424.wav,augmented_noise\0014_000424_noise.wav,Anger
../dataset/crema-d/AudioWAV/1074_IEO_DIS_MD.wav,augmented_noise\1074_IEO_DIS_MD_noise.wav,Disgust
../dataset/crema-d/AudioWAV/1040_DFA_FEA_XX.wav,augmented_noise\1040_DFA_FEA_XX_noise.wav,Fear
../dataset/mlend/MLEndSND_Public/39700.wav,augmented_noise\39700_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/42884.wav,augmented_noise\42884_noise.wav,Neutral
../dataset/esd/0019/Angry/0019_000353.wav,augmented_noise\0019_000353_noise.wav,Anger
../dataset/ravdess/Actor_11/03-01-03-02-02-02-11.wav,augmented_noise\03-01-03-02-02-02-11_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/11837.wav,augmented_noise\11837_noise.wav,Question
../dataset/esd/0018/Happy/0018_000877.wav,augmented_noise\0018_000877_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/05351.wav,augmented_noise\05351_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/29454.wav,augmented_noise\29454_noise.wav,Neutral
../dataset/esd/0019/Surprise/0019_001585.wav,augmented_noise\0019_001585_noise.wav,Surprise
../dataset/esd/0017/Neutral/0017_000313.wav,augmented_noise\0017_000313_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1054_TSI_ANG_XX.wav,augmented_noise\1054_TSI_ANG_XX_noise.wav,Anger
../dataset/crema-d/AudioWAV/1014_ITH_ANG_XX.wav,augmented_noise\1014_ITH_ANG_XX_noise.wav,Anger
../dataset/savee/KL_f05.wav,augmented_noise\KL_f05_noise.wav,Fear
../dataset/mlend/MLEndSND_Public/08661.wav,augmented_noise\08661_noise.wav,Question
../dataset/mlend/MLEndSND_Public/20526.wav,augmented_noise\20526_noise.wav,Question
../dataset/esd/0011/Angry/0011_000471.wav,augmented_noise\0011_000471_noise.wav,Anger
../dataset/esd/0014/Surprise/0014_001489.wav,augmented_noise\0014_001489_noise.wav,Surprise
../dataset/esd/0019/Angry/0019_000389.wav,augmented_noise\0019_000389_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/11774.wav,augmented_noise\11774_noise.wav,Happy
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male1_neutral_7a_1.wav,augmented_noise\male1_neutral_7a_1_noise.wav,Neutral
../dataset/esd/0018/Sad/0018_001055.wav,augmented_noise\0018_001055_noise.wav,Sad
../dataset/meld/train/dia0_utt9.mp4,augmented_noise\dia0_utt9_noise.wav,Neutral
../dataset/savee/JK_su05.wav,augmented_noise\JK_su05_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/34671.wav,augmented_noise\34671_noise.wav,Question
../dataset/mlend/MLEndSND_Public/30441.wav,augmented_noise\30441_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/06203.wav,augmented_noise\06203_noise.wav,Neutral
../dataset/esd/0015/Neutral/0015_000022.wav,augmented_noise\0015_000022_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/15904.wav,augmented_noise\15904_noise.wav,Bored
../dataset/esd/0014/Sad/0014_001359.wav,augmented_noise\0014_001359_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/02308.wav,augmented_noise\02308_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/27383.wav,augmented_noise\27383_noise.wav,Happy
../dataset/esd/0020/Surprise/0020_001412.wav,augmented_noise\0020_001412_noise.wav,Surprise
../dataset/esd/0019/Angry/0019_000622.wav,augmented_noise\0019_000622_noise.wav,Anger
../dataset/esd/0014/Happy/0014_000887.wav,augmented_noise\0014_000887_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/30246.wav,augmented_noise\30246_noise.wav,Question
../dataset/mlend/MLEndSND_Public/28151.wav,augmented_noise\28151_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/30351.wav,augmented_noise\30351_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/06844.wav,augmented_noise\06844_noise.wav,Bored
../dataset/esd/0020/Neutral/0020_000204.wav,augmented_noise\0020_000204_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/08094.wav,augmented_noise\08094_noise.wav,Happy
../dataset/esd/0013/Angry/0013_000598.wav,augmented_noise\0013_000598_noise.wav,Anger
../dataset/tess/YAF_disgust/YAF_death_disgust.wav,augmented_noise\YAF_death_disgust_noise.wav,Disgust
../dataset/esd/0018/Angry/0018_000398.wav,augmented_noise\0018_000398_noise.wav,Anger
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_happy_5a_2.wav,augmented_noise\female1_happy_5a_2_noise.wav,Happy
../dataset/crema-d/AudioWAV/1028_ITH_SAD_XX.wav,augmented_noise\1028_ITH_SAD_XX_noise.wav,Sad
../dataset/crema-d/AudioWAV/1007_TAI_HAP_XX.wav,augmented_noise\1007_TAI_HAP_XX_noise.wav,Happy
../dataset/esd/0017/Neutral/0017_000070.wav,augmented_noise\0017_000070_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1006_IOM_NEU_XX.wav,augmented_noise\1006_IOM_NEU_XX_noise.wav,Neutral
../dataset/esd/0019/Happy/0019_000835.wav,augmented_noise\0019_000835_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/24459.wav,augmented_noise\24459_noise.wav,Bored
../dataset/esd/0019/Angry/0019_000561.wav,augmented_noise\0019_000561_noise.wav,Anger
../dataset/crema-d/AudioWAV/1041_IWL_FEA_XX.wav,augmented_noise\1041_IWL_FEA_XX_noise.wav,Fear
../dataset/esd/0011/Neutral/0011_000100.wav,augmented_noise\0011_000100_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/33824.wav,augmented_noise\33824_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/39612.wav,augmented_noise\39612_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/46796.wav,augmented_noise\46796_noise.wav,Bored
../dataset/esd/0018/Neutral/0018_000106.wav,augmented_noise\0018_000106_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/42431.wav,augmented_noise\42431_noise.wav,Question
../dataset/meld/train/dia120_utt14.mp4,augmented_noise\dia120_utt14_noise.wav,Neutral
../dataset/esd/0011/Sad/0011_001139.wav,augmented_noise\0011_001139_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/21168.wav,augmented_noise\21168_noise.wav,Question
../dataset/mlend/MLEndSND_Public/10807.wav,augmented_noise\10807_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/28754.wav,augmented_noise\28754_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/25241.wav,augmented_noise\25241_noise.wav,Neutral
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male1_neutral_1b_1.wav,augmented_noise\male1_neutral_1b_1_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/36340.wav,augmented_noise\36340_noise.wav,Question
../dataset/mlend/MLEndSND_Public/25484.wav,augmented_noise\25484_noise.wav,Bored
../dataset/crema-d/AudioWAV/1064_DFA_SAD_XX.wav,augmented_noise\1064_DFA_SAD_XX_noise.wav,Sad
../dataset/meld/train/dia523_utt20.mp4,augmented_noise\dia523_utt20_noise.wav,Neutral
../dataset/esd/0018/Sad/0018_001073.wav,augmented_noise\0018_001073_noise.wav,Sad
../dataset/esd/0020/Sad/0020_001086.wav,augmented_noise\0020_001086_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/25217.wav,augmented_noise\25217_noise.wav,Happy
../dataset/esd/0018/Surprise/0018_001489.wav,augmented_noise\0018_001489_noise.wav,Surprise
../dataset/esd/0015/Happy/0015_000763.wav,augmented_noise\0015_000763_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/44670.wav,augmented_noise\44670_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/11230.wav,augmented_noise\11230_noise.wav,Question
../dataset/mlend/MLEndSND_Public/46142.wav,augmented_noise\46142_noise.wav,Question
../dataset/crema-d/AudioWAV/1026_TSI_DIS_XX.wav,augmented_noise\1026_TSI_DIS_XX_noise.wav,Disgust
../dataset/crema-d/AudioWAV/1011_IEO_HAP_LO.wav,augmented_noise\1011_IEO_HAP_LO_noise.wav,Happy
../dataset/ravdess/Actor_08/03-01-01-01-01-02-08.wav,augmented_noise\03-01-01-01-01-02-08_noise.wav,Neutral
../dataset/meld/train/dia6_utt16.mp4,augmented_noise\dia6_utt16_noise.wav,Sad
../dataset/esd/0015/Happy/0015_000863.wav,augmented_noise\0015_000863_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/42803.wav,augmented_noise\42803_noise.wav,Question
../dataset/mlend/MLEndSND_Public/11277.wav,augmented_noise\11277_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/21787.wav,augmented_noise\21787_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/17880.wav,augmented_noise\17880_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/04424.wav,augmented_noise\04424_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/01400.wav,augmented_noise\01400_noise.wav,Neutral
../dataset/esd/0012/Surprise/0012_001555.wav,augmented_noise\0012_001555_noise.wav,Surprise
../dataset/esd/0017/Neutral/0017_000107.wav,augmented_noise\0017_000107_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1038_IEO_NEU_XX.wav,augmented_noise\1038_IEO_NEU_XX_noise.wav,Neutral
../dataset/meld/train/dia939_utt3.mp4,augmented_noise\dia939_utt3_noise.wav,Fear
../dataset/esd/0018/Angry/0018_000582.wav,augmented_noise\0018_000582_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/04135.wav,augmented_noise\04135_noise.wav,Question
../dataset/esd/0019/Angry/0019_000699.wav,augmented_noise\0019_000699_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/10857.wav,augmented_noise\10857_noise.wav,Question
../dataset/mlend/MLEndSND_Public/16462.wav,augmented_noise\16462_noise.wav,Happy
../dataset/crema-d/AudioWAV/1072_IWW_ANG_XX.wav,augmented_noise\1072_IWW_ANG_XX_noise.wav,Anger
../dataset/crema-d/AudioWAV/1004_TSI_HAP_XX.wav,augmented_noise\1004_TSI_HAP_XX_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/27117.wav,augmented_noise\27117_noise.wav,Bored
../dataset/esd/0019/Neutral/0019_000235.wav,augmented_noise\0019_000235_noise.wav,Neutral
../dataset/tess/YAF_sad/YAF_whip_sad.wav,augmented_noise\YAF_whip_sad_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/40714.wav,augmented_noise\40714_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/02828.wav,augmented_noise\02828_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/38717.wav,augmented_noise\38717_noise.wav,Happy
../dataset/esd/0012/Happy/0012_000856.wav,augmented_noise\0012_000856_noise.wav,Happy
../dataset/meld/train/dia996_utt8.mp4,augmented_noise\dia996_utt8_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/35044.wav,augmented_noise\35044_noise.wav,Bored
../dataset/esd/0013/Sad/0013_001193.wav,augmented_noise\0013_001193_noise.wav,Sad
../dataset/esd/0015/Angry/0015_000415.wav,augmented_noise\0015_000415_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/04545.wav,augmented_noise\04545_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/06728.wav,augmented_noise\06728_noise.wav,Bored
../dataset/meld/train/dia208_utt15.mp4,augmented_noise\dia208_utt15_noise.wav,Surprise
../dataset/mlend/MLEndSND_Public/14518.wav,augmented_noise\14518_noise.wav,Neutral
../dataset/ravdess/Actor_01/03-01-04-02-02-02-01.wav,augmented_noise\03-01-04-02-02-02-01_noise.wav,Sad
../dataset/crema-d/AudioWAV/1053_ITH_HAP_XX.wav,augmented_noise\1053_ITH_HAP_XX_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/34168.wav,augmented_noise\34168_noise.wav,Happy
../dataset/mlend/MLEndSND_Public/12076.wav,augmented_noise\12076_noise.wav,Bored
../dataset/crema-d/AudioWAV/1048_WSI_DIS_XX.wav,augmented_noise\1048_WSI_DIS_XX_noise.wav,Disgust
../dataset/esd/0018/Sad/0018_001266.wav,augmented_noise\0018_001266_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/43536.wav,augmented_noise\43536_noise.wav,Question
../dataset/ravdess/Actor_03/03-01-08-01-02-02-03.wav,augmented_noise\03-01-08-01-02-02-03_noise.wav,Surprise
../dataset/esd/0020/Sad/0020_001217.wav,augmented_noise\0020_001217_noise.wav,Sad
../dataset/mlend/MLEndSND_Public/22888.wav,augmented_noise\22888_noise.wav,Bored
../dataset/mlend/MLEndSND_Public/25514.wav,augmented_noise\25514_noise.wav,Question
../dataset/mlend/MLEndSND_Public/01651.wav,augmented_noise\01651_noise.wav,Question
../dataset/esd/0018/Angry/0018_000544.wav,augmented_noise\0018_000544_noise.wav,Anger
../dataset/esd/0013/Neutral/0013_000132.wav,augmented_noise\0013_000132_noise.wav,Neutral
../dataset/esd/0016/Sad/0016_001067.wav,augmented_noise\0016_001067_noise.wav,Sad
../dataset/meld/train/dia801_utt8.mp4,augmented_noise\dia801_utt8_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/26780.wav,augmented_noise\26780_noise.wav,Happy
../dataset/esd/0014/Neutral/0014_000251.wav,augmented_noise\0014_000251_noise.wav,Neutral
../dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male1_neutral_6b_1.wav,augmented_noise\male1_neutral_6b_1_noise.wav,Neutral
../dataset/meld/train/dia913_utt2.mp4,augmented_noise\dia913_utt2_noise.wav,Anger
../dataset/mlend/MLEndSND_Public/02297.wav,augmented_noise\02297_noise.wav,Question
../dataset/crema-d/AudioWAV/1034_TSI_HAP_XX.wav,augmented_noise\1034_TSI_HAP_XX_noise.wav,Happy
../dataset/meld/train/dia124_utt1.mp4,augmented_noise\dia124_utt1_noise.wav,Surprise
../dataset/meld/train/dia551_utt0.mp4,augmented_noise\dia551_utt0_noise.wav,Neutral
../dataset/crema-d/AudioWAV/1089_ITS_NEU_XX.wav,augmented_noise\1089_ITS_NEU_XX_noise.wav,Neutral
../dataset/mlend/MLEndSND_Public/35366.wav,augmented_noise\35366_noise.wav,Happy
